Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
70.0,6.0,9.0,1.0,7.0,5.75,6.0,7.0,4.0,2.0,7.0,5.75,7.0,5.0,5.975,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
56.0,1.0,6.0,1.0,4.0,3.0,6.0,5.0,3.0,8.0,5.6,3.0,5.3,4.5,3.9899999999999998,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
76.0,1.0,9.0,3.0,5.0,4.5,4.0,1.0,10.0,1.0,7.6,4.5,4.3,7.0,4.94,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,High Risk
51.0,1.0,0.0,5.0,1.0,1.75,7.0,1.0,4.0,10.0,5.1,1.75,3.05,5.5,2.89,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
86.0,3.0,10.0,3.0,10.0,6.5,1.0,9.0,9.0,1.0,8.6,6.5,8.8,5.0,6.890000000000001,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
61.0,9.0,10.0,10.0,5.0,8.5,8.0,10.0,6.0,5.0,6.1,8.5,8.05,7.0,8.065,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Low Risk
50.0,7.0,2.0,8.0,9.0,6.5,7.0,7.0,9.0,3.0,5.0,6.5,6.0,8.0,6.65,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
77.0,9.0,2.0,1.0,9.0,5.25,1.0,10.0,2.0,2.0,7.7,5.25,8.85,1.5,5.579999999999999,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
51.0,9.0,0.0,2.0,10.0,5.25,6.0,0.0,6.0,1.0,5.1,5.25,2.55,6.0,4.59,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
64.0,0.0,6.0,5.0,3.0,3.5,1.0,4.0,5.0,4.0,6.4,3.5,5.2,3.0,3.91,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
68.0,0.0,4.0,1.0,6.0,2.75,5.0,8.0,3.0,6.0,6.8,2.75,7.4,4.0,4.3950000000000005,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
58.0,10.0,1.0,7.0,6.0,6.0,4.0,5.0,5.0,3.0,5.8,6.0,5.4,4.5,5.5200000000000005,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
79.0,0.0,1.0,6.0,3.0,2.5,10.0,3.0,2.0,1.0,7.9,2.5,5.45,6.0,4.085,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
96.0,3.0,1.0,6.0,3.0,3.25,6.0,1.0,3.0,8.0,9.6,3.25,5.3,4.5,4.115,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
54.0,8.0,8.0,1.0,5.0,5.5,5.0,2.0,7.0,2.0,5.4,5.5,3.7,6.0,5.0600000000000005,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
64.0,4.0,8.0,0.0,6.0,4.5,2.0,2.0,4.0,8.0,6.4,4.5,4.2,3.0,4.109999999999999,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
70.0,8.0,4.0,7.0,8.0,6.75,0.0,2.0,4.0,8.0,7.0,6.75,4.5,2.0,5.125,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
50.0,10.0,0.0,9.0,4.0,5.75,2.0,9.0,5.0,3.0,5.0,5.75,7.0,3.5,5.675,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
61.0,10.0,1.0,8.0,10.0,7.25,6.0,4.0,9.0,7.0,6.1,7.25,5.05,7.5,6.64,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
96.0,7.0,5.0,1.0,2.0,3.75,4.0,8.0,6.0,5.0,9.6,3.75,8.8,5.0,5.515000000000001,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
54.0,6.0,4.0,2.0,4.0,4.0,1.0,3.0,9.0,10.0,5.4,4.0,4.2,5.0,4.26,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
56.0,5.0,8.0,10.0,10.0,8.25,5.0,10.0,2.0,1.0,5.6,8.25,7.8,3.5,7.165,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
86.0,0.0,1.0,10.0,3.0,3.5,4.0,4.0,10.0,5.0,8.6,3.5,6.3,7.0,5.04,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
79.0,9.0,7.0,4.0,3.0,5.75,6.0,2.0,8.0,7.0,7.9,5.75,4.95,7.0,5.760000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
80.0,6.0,6.0,9.0,10.0,7.75,5.0,10.0,1.0,2.0,8.0,7.75,9.0,3.0,7.174999999999999,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
95.0,5.0,10.0,0.0,2.0,4.25,5.0,7.0,7.0,8.0,9.5,4.25,8.25,6.0,5.8,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
72.0,6.0,9.0,7.0,5.0,6.75,4.0,5.0,1.0,9.0,7.2,6.75,6.1,2.5,5.705,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
71.0,0.0,6.0,2.0,6.0,3.5,7.0,6.0,6.0,2.0,7.1,3.5,6.55,6.5,5.015,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
83.0,1.0,6.0,3.0,2.0,3.0,2.0,3.0,3.0,8.0,8.3,3.0,5.65,2.5,3.6950000000000003,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
66.0,6.0,1.0,6.0,3.0,4.0,1.0,9.0,5.0,6.0,6.6,4.0,7.8,3.0,4.9399999999999995,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
71.0,8.0,2.0,4.0,5.0,4.75,6.0,5.0,4.0,6.0,7.1,4.75,6.05,5.0,5.1899999999999995,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
76.0,0.0,9.0,3.0,0.0,3.0,7.0,10.0,4.0,6.0,7.6,3.0,8.8,5.5,5.24,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
95.0,10.0,2.0,1.0,4.0,4.25,7.0,0.0,5.0,4.0,9.5,4.25,4.75,6.0,4.75,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
83.0,7.0,0.0,1.0,0.0,2.0,5.0,4.0,1.0,9.0,8.3,2.0,6.15,3.0,3.445,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
76.0,6.0,9.0,5.0,9.0,7.25,4.0,5.0,2.0,4.0,7.6,7.25,6.3,3.0,6.115,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
93.0,3.0,5.0,3.0,4.0,3.75,6.0,8.0,9.0,1.0,9.3,3.75,8.65,7.5,5.970000000000001,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
92.0,7.0,8.0,3.0,1.0,4.75,0.0,10.0,3.0,5.0,9.2,4.75,9.6,1.5,5.555,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
86.0,10.0,1.0,5.0,1.0,4.25,6.0,1.0,3.0,5.0,8.6,4.25,4.8,4.5,4.465,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
94.0,8.0,3.0,4.0,8.0,5.75,6.0,5.0,8.0,5.0,9.4,5.75,7.2,7.0,6.4350000000000005,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
75.0,8.0,9.0,9.0,4.0,7.5,8.0,7.0,8.0,4.0,7.5,7.5,7.25,8.0,7.525,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
76.0,9.0,3.0,3.0,6.0,5.25,4.0,2.0,1.0,4.0,7.6,5.25,4.8,2.5,4.5649999999999995,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
78.0,4.0,7.0,5.0,4.0,5.0,0.0,10.0,2.0,4.0,7.8,5.0,8.9,1.0,5.37,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
69.0,10.0,6.0,6.0,3.0,6.25,0.0,6.0,8.0,7.0,6.9,6.25,6.45,4.0,5.86,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
99.0,8.0,9.0,4.0,5.0,6.5,4.0,5.0,1.0,9.0,9.9,6.5,7.45,2.5,5.984999999999999,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
67.0,4.0,0.0,3.0,7.0,3.5,1.0,8.0,3.0,2.0,6.7,3.5,7.35,2.0,4.3549999999999995,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
70.0,3.0,9.0,9.0,8.0,7.25,2.0,1.0,5.0,8.0,7.0,7.25,4.0,3.5,5.525,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
50.0,1.0,10.0,9.0,1.0,5.25,7.0,1.0,1.0,7.0,5.0,5.25,3.0,4.0,4.325,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
95.0,8.0,7.0,10.0,5.0,7.5,7.0,10.0,7.0,9.0,9.5,7.5,9.75,7.0,8.075,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Low Risk
52.0,9.0,5.0,3.0,6.0,5.75,10.0,1.0,2.0,7.0,5.2,5.75,3.1,6.0,5.005,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
78.0,1.0,8.0,8.0,6.0,5.75,2.0,4.0,9.0,6.0,7.8,5.75,5.9,5.5,5.744999999999999,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
64.0,6.0,2.0,7.0,2.0,4.25,1.0,1.0,8.0,9.0,6.4,4.25,3.7,4.5,4.135000000000001,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
